 0.15791E+11 0.00000E+00 0.21593E+09  2040000    68414    8     6510 0.412E-06
   6    0.16582E+11    0.50011E+09    0.15260E+02    0.10278E+15
   7    0.15453E+11    0.17548E+09    0.81254E+01    0.23932E+14
   8    0.15954E+11    0.15388E+09    0.97605E+01    0.68297E+14
