 0.16079E+11 0.00000E+00 0.71352E+08  2040000    70630    8     7099 0.442E-06
   6    0.16050E+11    0.17838E+09    0.56232E+01    0.57481E+13
   7    0.16254E+11    0.14978E+09    0.65938E+01    0.30735E+14
   8    0.16020E+11    0.91121E+08    0.57558E+01    0.97234E+13
