 0.15411E+11 0.00000E+00 0.75131E+08  2040000   100000    8     8384 0.544E-06
   6    0.15331E+11    0.17961E+09    0.59276E+01    0.90710E+13
   7    0.15413E+11    0.16511E+09    0.76650E+01    0.48295E+14
   8    0.15433E+11    0.95573E+08    0.62665E+01    0.19396E+14
