 0.14294E+11 0.00000E+00 0.15065E+09  2040000   100000    8    10089 0.706E-06
   6    0.14738E+11    0.15197E+09    0.52172E+01    0.54869E+13
   7    0.14042E+11    0.99319E+08    0.50610E+01    0.61475E+13
   8    0.14316E+11    0.73126E+08    0.51690E+01    0.79447E+13
