 0.14515E+11 0.00000E+00 0.64126E+08  2040000   100000    8     6152 0.424E-06
   6    0.14434E+11    0.15202E+09    0.53290E+01    0.90957E+13
   7    0.14653E+11    0.10581E+09    0.51672E+01    0.50528E+13
   8    0.14460E+11    0.76733E+08    0.53697E+01    0.19265E+14
